latitude,longitude,geometry,OBJECTID_1,OBJECTID,NAMA,JENIS,KELURAHAN,KECAMATAN,KOTA_ADMIN
-6.15924485,106.7467469,Point,473,1365,TK SARTIKA,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.150958598,106.7986844,Point,343,841,TK-SD BUDI,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN BESI,TAMBORA,JAKARTA BARAT
-6.152954708,106.7984883,Point,344,842,SDN JEMBATAN BESI 1 - 3 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN BESI,TAMBORA,JAKARTA BARAT
-6.152960202,106.7984903,Point,345,843,SDN JEMBATAN BESI 2 - 4 PETANG,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN BESI,TAMBORA,JAKARTA BARAT
-6.15085395,106.7981279,Point,346,846,PAUD TULIP,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN BESI,TAMBORA,JAKARTA BARAT
-6.150930375,106.7974557,Point,347,847,MADRASAH IBTIDAIYAH RABIATUL ADAWIYAH,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN BESI,TAMBORA,JAKARTA BARAT
-6.151610311,106.7958852,Point,348,848,SMK INFORMATIKA KAFFAH UNGGUL 2,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN BESI,TAMBORA,JAKARTA BARAT
-6.146384788,106.8014699,Point,349,854,TK-SD-SLTP-CANDRA JAYA,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN LIMA,TAMBORA,JAKARTA BARAT
-6.1485812,106.8036975,Point,350,856,PAUD TUNAS BANGSA,SEKOLAH / BANGUNAN PENDIDIKAN,KRENDANG,TAMBORA,JAKARTA BARAT
-6.143642314,106.7995084,Point,351,866,SDN ANGKE 3 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.14593951,106.7986046,Point,352,870,SDN ANGKE 1 - 4 - 5 - 6,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.146252265,106.7976527,Point,353,871,KB-TK-SD-SMP BUKIT SINAI,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.147737227,106.7977581,Point,354,872,PAUD ANANDA,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.148540008,106.7977762,Point,355,874,SD ISLAM TELADAN YKPI PG/PT,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.145662874,106.805804,Point,356,877,MADRASAH IBTIDAIYAH MANSURIAH,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN LIMA,TAMBORA,JAKARTA BARAT
-6.147278645,106.8064392,Point,357,879,SDN JEMBATAN LIMA 1 - 3 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN LIMA,TAMBORA,JAKARTA BARAT
-6.147275783,106.8064363,Point,358,880,SD NEGERI JEMBATAN LIMA 2 - 4 PETANG,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN LIMA,TAMBORA,JAKARTA BARAT
-6.146832963,106.8047688,Point,359,882,SD TUNAS PEMBANGUNAN,SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN LIMA,TAMBORA,JAKARTA BARAT
-6.145249337,106.8059319,Point,360,883,MTS CHAIRIYAH MANSURYAH (PAGI),SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN LIMA,TAMBORA,JAKARTA BARAT
-6.145249337,106.8059319,Point,361,884,SMPI CHAIRIYAH MANSURYAH (SIANG),SEKOLAH / BANGUNAN PENDIDIKAN,JEMBATAN LIMA,TAMBORA,JAKARTA BARAT
-6.140522595,106.8023181,Point,362,888,KB-TK-SD-SMP JOY,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.140755953,106.8046288,Point,363,891,SMP JAME PEKOJAN,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.14010675,106.8075042,Point,364,892,PAUD BINTANG CERIA,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.138899847,106.8063706,Point,365,894,TK-PAUD AL-AMINAH,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.137495663,106.8023913,Point,366,899,SDN PEKOJAN,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.140497083,106.8011135,Point,367,904,SMP RAUDIATUL ISLAMIYAH PEKOJAN,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.139818901,106.8020452,Point,368,906,PAUD NADIRAH,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.135061302,106.8047833,Point,369,911,SMKN 9 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.133548714,106.8056212,Point,370,913,PAUD CERDAS BANGSA,SEKOLAH / BANGUNAN PENDIDIKAN,PEKOJAN,TAMBORA,JAKARTA BARAT
-6.1352717,106.7991427,Point,371,919,SDS GENEZARET,SEKOLAH / BANGUNAN PENDIDIKAN,PENJARINGAN,PENJARINGAN,JAKARTA UTARA
-6.13380685,106.7959747,Point,372,920,SMPN 21 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,PENJARINGAN,PENJARINGAN,JAKARTA UTARA
-6.133730799,106.7963534,Point,373,921,SMAN 111 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,PENJARINGAN,PENJARINGAN,JAKARTA UTARA
-6.139080803,106.7917331,Point,374,926,TK ISLAM DARUL HIKMAH,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.140940689,106.7901298,Point,375,929,SD-SMP-SMK BUDI DAYA,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.144490896,106.7950188,Point,376,935,MADRASAH IBTIDAIYAH MIFTAHUL HUDA,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.142926855,106.7959961,Point,377,936,TK-SD-SMP-SMK YAYASAN PENDIDIKAN HARVARD,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.141437368,106.7948468,Point,378,939,TK-SMA YUSUF,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.139116161,106.7977666,Point,379,940,MADRASAH IBTIDAIYAH JAMATUL KHAIR,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.147033112,106.7931549,Point,380,943,SDS SARI PUTRA,SEKOLAH / BANGUNAN PENDIDIKAN,ANGKE,TAMBORA,JAKARTA BARAT
-6.156324436,106.7936732,Point,381,949,TK AL-KAROMAH,SEKOLAH / BANGUNAN PENDIDIKAN,GROGOL,GROGOL PETAMBURAN,JAKARTA BARAT
-6.16141174,106.7960935,Point,382,955,SD TANJUNG,SEKOLAH / BANGUNAN PENDIDIKAN,GROGOL,GROGOL PETAMBURAN,JAKARTA BARAT
-6.164576749,106.7752227,Point,383,965,AKADEMI TELEVISI INDONESIA,SEKOLAH / BANGUNAN PENDIDIKAN,DURI KEPA,KEBON JERUK,JAKARTA BARAT
-6.159912432,106.7816747,Point,384,970,SMU BHARA TRIKORA,SEKOLAH / BANGUNAN PENDIDIKAN,JELAMBAR,GROGOL PETAMBURAN,JAKARTA BARAT
-6.159795519,106.7852174,Point,385,972,SMU DHARMA JAYA,SEKOLAH / BANGUNAN PENDIDIKAN,JELAMBAR,GROGOL PETAMBURAN,JAKARTA BARAT
-6.158041893,106.7868347,Point,386,973,SMPN 83 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,JELAMBAR,GROGOL PETAMBURAN,JAKARTA BARAT
-6.159610798,106.7899695,Point,387,977,SMPN 274 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,JELAMBAR,GROGOL PETAMBURAN,JAKARTA BARAT
-6.138712074,106.7849958,Point,388,980,SD-SMP-SMU PUSAKA ABADI,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.13705105,106.789185,Point,389,989,SD-SMP-SMA BUDI AGUNG,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.137207929,106.7896259,Point,390,991,SD-SMP-SMA MELODIS,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.13767036,106.7794901,Point,391,996,SDN 1 & 2 PEJAGALAN,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.136582889,106.7753035,Point,392,999,SDN 01/02 KAPUK MUARA,SEKOLAH / BANGUNAN PENDIDIKAN,KAPUK MUARA,PENJARINGAN,JAKARTA UTARA
-6.135623217,106.7790625,Point,393,1001,SDN 05/06,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.135827822,106.7793501,Point,394,1002,SMPN 112 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.138351022,106.7774725,Point,395,1004,SDN 03/04,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.139281347,106.7786003,Point,396,1005,SD TPI,SEKOLAH / BANGUNAN PENDIDIKAN,PENJAGALAN,PENJARINGAN,JAKARTA UTARA
-6.108638438,106.9352915,Point,680,1969,SD NURUL HUDA,SEKOLAH / BANGUNAN PENDIDIKAN,CILINCING,CILINCING,JAKARTA UTARA
-6.109682102,106.9355787,Point,681,1972,SMA NEGERI 114 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,CILINCING,CILINCING,JAKARTA UTARA
-6.105608345,106.9213349,Point,682,1978,SMP NEGERI 53 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,KALI BARU,CILINCING,JAKARTA UTARA
-6.105573936,106.9209225,Point,683,1979,SD NEGERI KALIBARU 05 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,KALI BARU,CILINCING,JAKARTA UTARA
-6.111425304,106.9246047,Point,684,1982,SMA NEGERI 73 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,SEMPER TIMUR,CILINCING,JAKARTA UTARA
-6.111910868,106.9242838,Point,685,1983,SMP STRADA SANTO FRANSISKUS XAVIERIUS III,SEKOLAH / BANGUNAN PENDIDIKAN,SEMPER TIMUR,CILINCING,JAKARTA UTARA
-6.111431847,106.9204201,Point,686,1985,"TK ST, THERESIA",SEKOLAH / BANGUNAN PENDIDIKAN,SEMPER BARAT,CILINCING,JAKARTA UTARA
-6.112082815,106.9189981,Point,687,1986,TK ATTAQWA,SEKOLAH / BANGUNAN PENDIDIKAN,SEMPER BARAT,CILINCING,JAKARTA UTARA
-6.110062782,106.9216311,Point,688,1989,SD HANG TUAH,SEKOLAH / BANGUNAN PENDIDIKAN,SEMPER BARAT,CILINCING,JAKARTA UTARA
-6.10403714,106.9297942,Point,689,1990,SDI NURUL IKHLAS SYAHID 2,SEKOLAH / BANGUNAN PENDIDIKAN,CILINCING,CILINCING,JAKARTA UTARA
-6.111035695,106.9153611,Point,690,2023,SD NEGERI LAGOA 09,SEKOLAH / BANGUNAN PENDIDIKAN,LAGOA,KOJA,JAKARTA UTARA
-6.111504097,106.9154918,Point,691,2024,SD NEGERI 11 LAGOA,SEKOLAH / BANGUNAN PENDIDIKAN,LAGOA,KOJA,JAKARTA UTARA
-6.099173336,106.934759,Point,692,2029,SMP ISLAM AL HUSNA,SEKOLAH / BANGUNAN PENDIDIKAN,KALI BARU,CILINCING,JAKARTA UTARA
-6.154018768,106.8138787,Point,693,2085,"SD NEGERI 01,03,05 PAGI DAN 02,06 PETANG",SEKOLAH / BANGUNAN PENDIDIKAN,KEAGUNGAN,TAMAN SARI,JAKARTA BARAT
-6.160769758,106.8141586,Point,694,2090,SEKOLAH KRISTEN KETAPANG 1,SEKOLAH / BANGUNAN PENDIDIKAN,PETOJO UTARA,GAMBIR,JAKARTA PUSAT
-6.162012349,106.8166667,Point,695,2091,TKK-SDK-SMPK PENABUR JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,PETOJO UTARA,GAMBIR,JAKARTA PUSAT
-6.164734875,106.8164271,Point,696,2093,TARSIUS I SCHOOL,SEKOLAH / BANGUNAN PENDIDIKAN,PETOJO UTARA,GAMBIR,JAKARTA PUSAT
-6.164399094,106.8159766,Point,697,2094,SMK REX MUNDI,SEKOLAH / BANGUNAN PENDIDIKAN,PETOJO UTARA,GAMBIR,JAKARTA PUSAT
-6.163646052,106.8125213,Point,698,2096,SEKOLAH BUNDA MULIA,SEKOLAH / BANGUNAN PENDIDIKAN,PETOJO UTARA,GAMBIR,JAKARTA PUSAT
-6.15667706,106.8194867,Point,699,2101,SD NEGERI MAPHAR 01 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,MAPHAR,TAMAN SARI,JAKARTA BARAT
-6.151316156,106.8233976,Point,700,2112,TK ERINOA,SEKOLAH / BANGUNAN PENDIDIKAN,TAMAN SARI,TAMAN SARI,JAKARTA BARAT
-6.156145873,106.8245036,Point,701,2121,SMK STRADA 2 TAMANSARI,SEKOLAH / BANGUNAN PENDIDIKAN,TAMAN SARI,TAMAN SARI,JAKARTA BARAT
-6.156137367,106.8248922,Point,702,2122,SD KASIH BUNDA,SEKOLAH / BANGUNAN PENDIDIKAN,TAMAN SARI,TAMAN SARI,JAKARTA BARAT
-6.155769958,106.8248781,Point,703,2123,"SD, SMP MELANIA DAN SMK PARAMITHA 2",SEKOLAH / BANGUNAN PENDIDIKAN,TAMAN SARI,TAMAN SARI,JAKARTA BARAT
-6.157047742,106.8231963,Point,704,2124,SMK STRADA II,SEKOLAH / BANGUNAN PENDIDIKAN,TAMAN SARI,TAMAN SARI,JAKARTA BARAT
-6.164566636,106.8242484,Point,705,2131,SMK PARIWISATA SANTA MARIA,SEKOLAH / BANGUNAN PENDIDIKAN,KEBON KELAPA,GAMBIR,JAKARTA PUSAT
-6.164983112,106.8220442,Point,706,2133,SD NEGERI 01 02 KEBON KELAPA,SEKOLAH / BANGUNAN PENDIDIKAN,KEBON KELAPA,GAMBIR,JAKARTA PUSAT
-6.165052978,106.8221807,Point,707,2134,TK SD MERPATI,SEKOLAH / BANGUNAN PENDIDIKAN,KEBON KELAPA,GAMBIR,JAKARTA PUSAT
-6.16500903,106.8244443,Point,708,2135,SMP SANTA MARIA,SEKOLAH / BANGUNAN PENDIDIKAN,KEBON KELAPA,GAMBIR,JAKARTA PUSAT
-6.154123297,106.8257028,Point,709,2137,SD NEGERI TAMANSARI 07 DAN 08 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,TAMAN SARI,TAMAN SARI,JAKARTA BARAT
-6.150187867,106.8274719,Point,710,2144,SMP NEGERI 17 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,KARANG ANYAR,SAWAH BESAR,JAKARTA PUSAT
-6.157020362,106.8285909,Point,711,2151,SD AL HIDAYAH,SEKOLAH / BANGUNAN PENDIDIKAN,KARANG ANYAR,SAWAH BESAR,JAKARTA PUSAT
-6.150618383,106.8317519,Point,712,2160,SD NEGERI KARTINI 01 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,KARTINI,SAWAH BESAR,JAKARTA PUSAT
-6.154075658,106.8329392,Point,713,2163,PAUD KARTINI,SEKOLAH / BANGUNAN PENDIDIKAN,KARTINI,SAWAH BESAR,JAKARTA PUSAT
-6.155551807,106.8353802,Point,714,2177,TK BINTANG KECIL,SEKOLAH / BANGUNAN PENDIDIKAN,KARTINI,SAWAH BESAR,JAKARTA PUSAT
-6.158169993,106.8342139,Point,715,2183,SD NEGERI PASAR BARU 05 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT
-6.158501358,106.8341347,Point,716,2184,SD NEGERI PASAR BARU 01 PGI,SEKOLAH / BANGUNAN PENDIDIKAN,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT
-6.158137138,106.8364493,Point,717,2187,TK CIBEA,SEKOLAH / BANGUNAN PENDIDIKAN,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT
-6.157962716,106.8362799,Point,718,2189,"SMP, SMA KRISTEN KARUNIA",SEKOLAH / BANGUNAN PENDIDIKAN,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT
-6.157772528,106.8363871,Point,719,2190,"SD, SMP KRISTEN ANUGRAH",SEKOLAH / BANGUNAN PENDIDIKAN,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT
-6.161431974,106.8333655,Point,720,2192,STARS ELEMENTARY SCHOOL,SEKOLAH / BANGUNAN PENDIDIKAN,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT
-6.161815841,106.8345132,Point,721,2193,SDS GEMAR BELAJAR BERKARYA BERSAMA,SEKOLAH / BANGUNAN PENDIDIKAN,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT
-6.160754339,106.8408547,Point,722,2199,KB/TK KRISTEN BAPTIS,SEKOLAH / BANGUNAN PENDIDIKAN,GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT
-6.154586065,106.8400465,Point,723,2203,SLB C DIAN GRAHITA,SEKOLAH / BANGUNAN PENDIDIKAN,GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT
-6.161890887,106.8423398,Point,724,2214,TK-SD-SMP-SMK TAMANSISWA,SEKOLAH / BANGUNAN PENDIDIKAN,GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT
-6.162445789,106.8450798,Point,725,2215,SMK TAMAN SISWA 2,SEKOLAH / BANGUNAN PENDIDIKAN,KEMAYORAN,KEMAYORAN,JAKARTA PUSAT
-6.161926226,106.8489027,Point,726,2218,TK ISLAM MELATI,SEKOLAH / BANGUNAN PENDIDIKAN,KEMAYORAN,KEMAYORAN,JAKARTA PUSAT
-6.159524451,106.8469182,Point,727,2219,SEKOLAH KRISTEN KANAAN,SEKOLAH / BANGUNAN PENDIDIKAN,GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT
-6.159221541,106.8536972,Point,728,2222,TK TAMAN INDRIA,SEKOLAH / BANGUNAN PENDIDIKAN,KEBON KOSONG,KEMAYORAN,JAKARTA PUSAT
-6.160042431,106.8541489,Point,729,2223,SD NEGERI KEBON KOSONG 09 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,KEBON KOSONG,KEMAYORAN,JAKARTA PUSAT
-6.162410016,106.8582618,Point,730,2225,SMP-SMA AL-MUDDATSIRIYAH,SEKOLAH / BANGUNAN PENDIDIKAN,UTAN PANJANG,KEMAYORAN,JAKARTA PUSAT
-6.160695418,106.8556155,Point,731,2230,SD NEGERI UTAN PANJANG 01-02-03-04,SEKOLAH / BANGUNAN PENDIDIKAN,UTAN PANJANG,KEMAYORAN,JAKARTA PUSAT
-6.180211593,106.748504,Point,526,1530,YPI HUBBUL WATHAN,SEKOLAH / BANGUNAN PENDIDIKAN,KEMBANGAN SELATAN,KEMBANGAN,JAKARTA BARAT
-6.18656112,106.7502702,Point,527,1532,YAYASAN IMAN PENGHARAPAN DAN KASIH,SEKOLAH / BANGUNAN PENDIDIKAN,KEMBANGAN SELATAN,KEMBANGAN,JAKARTA BARAT
-6.179221349,106.7680905,Point,528,1536,SMA YADIKA 1 DURI KEPA,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA SELATAN,KEBON JERUK,JAKARTA BARAT
-6.183158885,106.7612235,Point,529,1539,SD NEGERI KEDOYA SELATAN I,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA SELATAN,KEBON JERUK,JAKARTA BARAT
-6.171681999,106.7688468,Point,530,1540,KB-TK-SD-SMP RASA SAYANG MANDIRI,SEKOLAH / BANGUNAN PENDIDIKAN,DURI KEPA,KEBON JERUK,JAKARTA BARAT
-6.164062274,106.7691814,Point,531,1541,SD NEGERI DURI KEPA 07 PAGI,SEKOLAH / BANGUNAN PENDIDIKAN,DURI KEPA,KEBON JERUK,JAKARTA BARAT
-6.176287899,106.7623218,Point,532,1545,SEKOLAH ICHTHUS JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA UTARA,KEBON JERUK,JAKARTA BARAT
-6.173928976,106.7635676,Point,533,1546,SDK 11 PENABUR,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA UTARA,KEBON JERUK,JAKARTA BARAT
-6.17067221,106.758966,Point,534,1550,SMP NEGERI 197,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA UTARA,KEBON JERUK,JAKARTA BARAT
-6.168512783,106.7594669,Point,535,1551,SEKOLAH ST. ANDREAS,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA UTARA,KEBON JERUK,JAKARTA BARAT
-6.163233499,106.7589313,Point,536,1555,SEKOLAH KRISTEN KALAM KUDUS II,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA UTARA,KEBON JERUK,JAKARTA BARAT
-6.166312664,106.736067,Point,537,1558,SD NEGERI RAWA BUAYA 01 PAGI & 04 PETANG,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.166364589,106.7637788,Point,538,1559,SEKOLAH PROVIDENTIA,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA UTARA,KEBON JERUK,JAKARTA BARAT
-6.170059834,106.7342745,Point,539,1560,STIKES KESOSI,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.168438278,106.7357334,Point,540,1562,BALAI LATIHAN KESENIAN,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.168545823,106.7360936,Point,541,1563,SD - SMP - SMA NATIONAL GLOBAL SCHOOL,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.164889759,106.7361869,Point,542,1570,"SD, SMP, SMA, SMK LAMAHOLOT",SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.163763423,106.7455717,Point,543,1576,PAUD IMTIYAZ,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.165384086,106.7449344,Point,544,1578,"SD, SMP CARINA SAYANG",SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.167259951,106.7333405,Point,545,1582,PAUD DAN TK PERTIWI,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.16264278,106.7377242,Point,546,1584,"SD, SMP, SMA AL-MUKHLISIN",SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.162119374,106.737592,Point,547,1586,SEKOLAH TINGGI ILMU EKONOMI GOTONG ROYONG,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.161202599,106.7380388,Point,548,1588,SD - SMP HARAPAN LESTARI,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.161570226,106.7381082,Point,549,1589,KB - TK HARAPAN LESTARI,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.156195985,106.7329041,Point,550,1595,MI SYIRATULRAHMAN,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.155796499,106.7319718,Point,551,1598,SMP YAPINDO II,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.156895782,106.7422196,Point,552,1600,MI AL-JAIRY,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.161259624,106.7451108,Point,553,1605,SMP & SMK KESATUAN,SEKOLAH / BANGUNAN PENDIDIKAN,RAWA BUAYA,CENGKARENG,JAKARTA BARAT
-6.154047299,106.7213983,Point,554,1612,TK ROUDHOTUL QUR'AN,SEKOLAH / BANGUNAN PENDIDIKAN,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT
-6.154509109,106.7213639,Point,555,1613,MI. THARIQUL KHAIR,SEKOLAH / BANGUNAN PENDIDIKAN,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT
-6.155040844,106.7262565,Point,556,1615,PAUD & TK AL-JANNAH,SEKOLAH / BANGUNAN PENDIDIKAN,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT
-6.156691678,106.7258227,Point,557,1616,"MI ZAHROTUL ATHFAL, SMP ASIA",SEKOLAH / BANGUNAN PENDIDIKAN,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT
-6.153452899,106.7263153,Point,558,1619,STIE BISNIS INDONESIA,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.152168299,106.7253412,Point,559,1620,TK NURUL ISLAM,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.150336418,106.7236981,Point,560,1621,SD NEGERI CENGKARENG BARAT 03 PAGI & 04 PETANG,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.150245491,106.7232179,Point,561,1622,SD NEGERI CENGKARENG BARAT 05 PAGI & 06 PETANG,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.150049049,106.723559,Point,562,1623,SD NEGERI CENGKARENG BARAT 03 PAGI & 04 PETANG,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.149346766,106.7268263,Point,563,1624,SMA NEGERI 33 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.151197649,106.7245371,Point,564,1626,"TK, PAUD, RA, AL-AMANAH",SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.148202149,106.7273618,Point,565,1631,STMIK NUSA MANDIRI,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.150710884,106.7230819,Point,566,1635,SMP NEGERI 45 JAKARTA,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.147946499,106.7271706,Point,567,1639,BINA SARANA INFORMATIKA,SEKOLAH / BANGUNAN PENDIDIKAN,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT
-6.174151734,106.764013,Point,568,1643,PENABUR,SEKOLAH / BANGUNAN PENDIDIKAN,KEDOYA UTARA,KEBON JERUK,JAKARTA BARAT
